variant,block,symbol_id,symbol,count,empirical_frequency,smoothed_frequency
ud23,ATHENAEUS,78,PRON:obl,280,0.0121039208057753,0.012099383168701204
ud23,ATHENAEUS,79,PRON:parataxis,0,0.0,2.156752792994867e-05
ud23,ATHENAEUS,80,PRON:root,10,0.00043228288592054643,0.00045291808652892206
ud23,ATHENAEUS,81,PRON:xcomp,24,0.0010374789262093114,0.0010568088685674849
ud23,ATHENAEUS,82,SCONJ:case,3,0.00012968486577616392,0.0001509726955096407
ud23,ATHENAEUS,83,SCONJ:cc,0,0.0,2.156752792994867e-05
ud23,ATHENAEUS,84,SCONJ:mark,404,0.017464228591190074,0.017448130095328473
ud23,ATHENAEUS,85,SCONJ:nmod,0,0.0,2.156752792994867e-05
ud23,ATHENAEUS,86,SCONJ:xcomp,1,4.322828859205464e-05,6.4702583789846e-05
ud23,ATHENAEUS,87,VERB:acl,148,0.006397786711624087,0.006405555795194755
ud23,ATHENAEUS,88,VERB:advcl,1168,0.05049064107551982,0.05040331277229004
ud23,ATHENAEUS,89,VERB:appos,7,0.0003025980201443825,0.00032351291894923005
ud23,ATHENAEUS,90,VERB:case,0,0.0,2.156752792994867e-05
ud23,ATHENAEUS,91,VERB:ccomp,321,0.01387628063804954,0.013867920458956995
ud23,ATHENAEUS,92,VERB:conj,435,0.01880430553754377,0.018785316826985293
ud23,ATHENAEUS,93,VERB:csubj,54,0.0023343275839709508,0.002350860544364405
ud23,ATHENAEUS,94,VERB:nmod,277,0.011974235939999136,0.011969978001121512
ud23,ATHENAEUS,95,VERB:nsubj,33,0.0014265335235378032,0.0014450243713065608
ud23,ATHENAEUS,96,VERB:obl,35,0.0015129901007219124,0.0015312944830263556
ud23,ATHENAEUS,97,VERB:parataxis,9,0.00038905459732849174,0.0004097830306690247
ud23,ATHENAEUS,98,VERB:root,1486,0.0642372368477932,0.0641202605357374
ud23,ATHENAEUS,99,VERB:xcomp,290,0.012536203691695846,0.012530733727300177
ud23,DIODORUS,0,ADJ:advcl,11,0.0007205554827721735,0.0007508487855837033
ud23,DIODORUS,1,ADJ:advmod,105,0.006878029608279838,0.006888221467746148
ud23,DIODORUS,2,ADJ:amod,107,0.007009039696056596,0.007018803865238966
ud23,DIODORUS,3,ADJ:appos,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,4,ADJ:conj,49,0.003209747150530591,0.0032319143379472446
ud23,DIODORUS,5,ADJ:iobj,5,0.000327525219441897,0.0003591015931052494
ud23,DIODORUS,6,ADJ:nmod,726,0.04755666186296345,0.04743405588926613
ud23,DIODORUS,7,ADJ:nsubj,76,0.004978383335516835,0.004994776704100287
ud23,DIODORUS,8,ADJ:obj,121,0.007926110310493908,0.007932880647688692
ud23,DIODORUS,9,ADJ:obl,59,0.003864797589414385,0.0038848263254113347
ud23,DIODORUS,10,ADJ:parataxis,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,11,ADJ:root,11,0.0007205554827721735,0.0007508487855837033
ud23,DIODORUS,12,ADJ:xcomp,121,0.007926110310493908,0.007932880647688692
ud23,DIODORUS,13,ADP:advcl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,14,ADP:case,1325,0.08679418315210272,0.08654348393836511
ud23,DIODORUS,15,ADP:cc,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,16,ADP:conj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,17,ADP:mark,6,0.0003930302633302764,0.0004243927918516584
ud23,DIODORUS,18,ADP:nmod,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,19,ADP:nsubj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,20,ADP:obj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,21,ADP:root,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,22,ADV_PART:acl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,23,ADV_PART:advcl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,24,ADV_PART:advmod,1636,0.10716625180138871,0.10684904674849831
ud23,DIODORUS,25,ADV_PART:case,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,26,ADV_PART:cc,2,0.00013101008777675882,0.00016322799686602246
ud23,DIODORUS,27,ADV_PART:conj,2,0.00013101008777675882,0.00016322799686602246
ud23,DIODORUS,28,ADV_PART:mark,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,29,ADV_PART:nmod,6,0.0003930302633302764,0.0004243927918516584
ud23,DIODORUS,30,ADV_PART:nsubj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,31,ADV_PART:obj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,32,ADV_PART:obl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,33,ADV_PART:root,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,34,ADV_PART:xcomp,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,35,AUX:aux,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,36,AUX:conj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,37,AUX:cop,90,0.005895453949954147,0.005908853486550013
ud23,DIODORUS,38,CCONJ:advmod,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,39,CCONJ:case,2,0.00013101008777675882,0.00016322799686602246
ud23,DIODORUS,40,CCONJ:cc,685,0.04487095506353989,0.04475711674066336
ud23,DIODORUS,41,CCONJ:conj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,42,CCONJ:mark,12,0.0007860605266605528,0.0008161399843301123
ud23,DIODORUS,43,CCONJ:nmod,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,44,CCONJ:obj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,45,CCONJ:obl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,46,DET:advmod,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,47,DET:det,2870,0.1879994759596489,0.187418386001567
ud23,DIODORUS,48,DET:root,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,49,DET:xcomp,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,50,NOUN:acl,9,0.0005895453949954147,0.0006202663880908853
ud23,DIODORUS,51,NOUN:advcl,5,0.000327525219441897,0.0003591015931052494
ud23,DIODORUS,52,NOUN:appos,7,0.00045853530721865583,0.0004896839905980674
ud23,DIODORUS,53,NOUN:case,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,54,NOUN:conj,210,0.013756059216559676,0.013743797336119091
ud23,DIODORUS,55,NOUN:iobj,44,0.002882221931088694,0.0029054583442152
ud23,DIODORUS,56,NOUN:nmod,751,0.04919428796017293,0.04906633585792635
ud23,DIODORUS,57,NOUN:nsubj,688,0.04506747019520503,0.04495299033690259
ud23,DIODORUS,58,NOUN:obj,920,0.06026464037730905,0.06010054844606947
ud23,DIODORUS,59,NOUN:obl,1063,0.06963186165334731,0.06943718986680596
ud23,DIODORUS,60,NOUN:root,6,0.0003930302633302764,0.0004243927918516584
ud23,DIODORUS,61,NOUN:xcomp,60,0.0039303026333027645,0.003950117524157744
ud23,DIODORUS,62,NUM:advcl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,63,NUM:conj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,64,NUM:nsubj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,65,NUM:nummod,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,66,NUM:obj,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,67,NUM:obl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,68,NUM:root,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,69,NUM:xcomp,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,70,PRON:acl,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,71,PRON:advcl,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,72,PRON:appos,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,73,PRON:conj,5,0.000327525219441897,0.0003591015931052494
ud23,DIODORUS,74,PRON:iobj,29,0.0018996462727630028,0.001926090363019065
ud23,DIODORUS,75,PRON:nmod,73,0.004781868203851697,0.0047989031078610606
ud23,DIODORUS,76,PRON:nsubj,134,0.00877767588104284,0.008781666231392008
ud23,DIODORUS,77,PRON:obj,120,0.007860605266605529,0.007867589448942282
ud23,DIODORUS,78,PRON:obl,190,0.012445958338792086,0.012437973361190912
ud23,DIODORUS,79,PRON:parataxis,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,80,PRON:root,6,0.0003930302633302764,0.0004243927918516584
ud23,DIODORUS,81,PRON:xcomp,6,0.0003930302633302764,0.0004243927918516584
ud23,DIODORUS,82,SCONJ:case,2,0.00013101008777675882,0.00016322799686602246
ud23,DIODORUS,83,SCONJ:cc,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,84,SCONJ:mark,98,0.006419494301061182,0.006431183076521285
ud23,DIODORUS,85,SCONJ:nmod,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,86,SCONJ:xcomp,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,87,VERB:acl,47,0.003078737062753832,0.0031013319404544267
ud23,DIODORUS,88,VERB:advcl,827,0.05417267129568977,0.05402846696265343
ud23,DIODORUS,89,VERB:appos,5,0.000327525219441897,0.0003591015931052494
ud23,DIODORUS,90,VERB:case,0,0.0,3.2645599373204494e-05
ud23,DIODORUS,91,VERB:ccomp,103,0.006747019520503079,0.00675763907025333
ud23,DIODORUS,92,VERB:conj,461,0.030197825232542906,0.030131888221467746
ud23,DIODORUS,93,VERB:csubj,45,0.0029477269749770734,0.002970749542961609
ud23,DIODORUS,94,VERB:nmod,211,0.013821564260448055,0.0138090885348655
ud23,DIODORUS,95,VERB:nsubj,36,0.0023581815799816586,0.0023831287542439277
ud23,DIODORUS,96,VERB:obl,24,0.0015721210533211057,0.0015996343692870202
ud23,DIODORUS,97,VERB:parataxis,1,6.550504388837941e-05,9.793679811961348e-05
ud23,DIODORUS,98,VERB:root,710,0.04650858116074938,0.046389396709323585
ud23,DIODORUS,99,VERB:xcomp,337,0.02207519979038386,0.022035779576913033
ud23,HERODOTUS,0,ADJ:advcl,30,0.0017340038148083927,0.0017578237565558181
ud23,HERODOTUS,1,ADJ:advmod,141,0.008149817929599444,0.008155149559103222
ud23,HERODOTUS,2,ADJ:amod,116,0.006704814750592451,0.006714310414385338
ud23,HERODOTUS,3,ADJ:appos,4,0.000231200508641119,0.0002593510460492191
ud23,HERODOTUS,4,ADJ:conj,89,0.005144211317264898,0.005158204138090023
ud23,HERODOTUS,5,ADJ:iobj,7,0.00040460089012195826,0.0004322517434153651
ud23,HERODOTUS,6,ADJ:nmod,825,0.047685104907230796,0.04757650855858452
ud23,HERODOTUS,7,ADJ:nsubj,99,0.005722212588867696,0.005734539795977177
ud23,HERODOTUS,8,ADJ:obj,154,0.008901219582683082,0.008904385914356522
ud23,HERODOTUS,9,ADJ:obl,49,0.002832206230853708,0.00285286150654141
ud23,HERODOTUS,10,ADJ:parataxis,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,11,ADJ:root,49,0.002832206230853708,0.00285286150654141
ud23,HERODOTUS,12,ADJ:xcomp,111,0.006415814114791052,0.006426142585441761
ud23,HERODOTUS,13,ADP:advcl,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,14,ADP:case,1005,0.05808912779608115,0.05795055040055328
ud23,HERODOTUS,15,ADP:cc,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,16,ADP:conj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,17,ADP:mark,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,18,ADP:nmod,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,19,ADP:nsubj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,20,ADP:obj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,21,ADP:root,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,22,ADV_PART:acl,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,23,ADV_PART:advcl,1,5.780012716027975e-05,8.645034868307302e-05
ud23,HERODOTUS,24,ADV_PART:advmod,2454,0.1418415120513265,0.14146158722840182
ud23,HERODOTUS,25,ADV_PART:case,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,26,ADV_PART:cc,1,5.780012716027975e-05,8.645034868307302e-05
ud23,HERODOTUS,27,ADV_PART:conj,1,5.780012716027975e-05,8.645034868307302e-05
ud23,HERODOTUS,28,ADV_PART:mark,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,29,ADV_PART:nmod,10,0.0005780012716027975,0.0006051524407815112
ud23,HERODOTUS,30,ADV_PART:nsubj,2,0.0001156002543205595,0.00014408391447178837
ud23,HERODOTUS,31,ADV_PART:obj,3,0.00017340038148083925,0.00020171748026050372
ud23,HERODOTUS,32,ADV_PART:obl,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,33,ADV_PART:root,7,0.00040460089012195826,0.0004322517434153651
ud23,HERODOTUS,34,ADV_PART:xcomp,8,0.000462401017282238,0.0004898853092040804
ud23,HERODOTUS,35,AUX:aux,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,36,AUX:conj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,37,AUX:cop,368,0.02127044679498295,0.021237968993141607
ud23,HERODOTUS,38,CCONJ:advmod,2,0.0001156002543205595,0.00014408391447178837
ud23,HERODOTUS,39,CCONJ:case,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,40,CCONJ:cc,714,0.041269290792439746,0.04117918275603712
ud23,HERODOTUS,41,CCONJ:conj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,42,CCONJ:mark,63,0.0036414080110976246,0.0036597314275834247
ud23,HERODOTUS,43,CCONJ:nmod,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,44,CCONJ:obj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,45,CCONJ:obl,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,46,DET:advmod,6,0.0003468007629616785,0.0003746181776266498
ud23,HERODOTUS,47,DET:det,2161,0.12490607479336455,0.12457495245230822
ud23,HERODOTUS,48,DET:root,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,49,DET:xcomp,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,50,NOUN:acl,24,0.001387203051846714,0.001412022361823526
ud23,HERODOTUS,51,NOUN:advcl,10,0.0005780012716027975,0.0006051524407815112
ud23,HERODOTUS,52,NOUN:appos,12,0.000693601525923357,0.0007204195723589418
ud23,HERODOTUS,53,NOUN:case,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,54,NOUN:conj,209,0.012080226576498468,0.012074232032735865
ud23,HERODOTUS,55,NOUN:iobj,54,0.0031212068666551067,0.0031410293354849866
ud23,HERODOTUS,56,NOUN:nmod,598,0.03456447604184729,0.03449368912454614
ud23,HERODOTUS,57,NOUN:nsubj,851,0.04918790821339807,0.04907498126909112
ud23,HERODOTUS,58,NOUN:obj,862,0.04982370961216115,0.04970895049276699
ud23,HERODOTUS,59,NOUN:obl,875,0.05057511126524478,0.05045818684802029
ud23,HERODOTUS,60,NOUN:root,37,0.0021386047049303508,0.0021612587170768255
ud23,HERODOTUS,61,NOUN:xcomp,97,0.005606612334547136,0.005619272664399747
ud23,HERODOTUS,62,NUM:advcl,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,63,NUM:conj,5,0.00028900063580139876,0.0003169846118379344
ud23,HERODOTUS,64,NUM:nsubj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,65,NUM:nummod,40,0.00231200508641119,0.0023341594144429714
ud23,HERODOTUS,66,NUM:obj,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,67,NUM:obl,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,68,NUM:root,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,69,NUM:xcomp,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,70,PRON:acl,8,0.000462401017282238,0.0004898853092040804
ud23,HERODOTUS,71,PRON:advcl,4,0.000231200508641119,0.0002593510460492191
ud23,HERODOTUS,72,PRON:appos,2,0.0001156002543205595,0.00014408391447178837
ud23,HERODOTUS,73,PRON:conj,21,0.0012138026703658747,0.0012391216644573799
ud23,HERODOTUS,74,PRON:iobj,98,0.005664412461707416,0.005676906230188462
ud23,HERODOTUS,75,PRON:nmod,156,0.00901681983700364,0.009019653045933952
ud23,HERODOTUS,76,PRON:nsubj,337,0.019478642853014278,0.01945132845369143
ud23,HERODOTUS,77,PRON:obj,524,0.03028726663198659,0.0302288052561812
ud23,HERODOTUS,78,PRON:obl,271,0.015663834460435812,0.015647513111636216
ud23,HERODOTUS,79,PRON:parataxis,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,80,PRON:root,10,0.0005780012716027975,0.0006051524407815112
ud23,HERODOTUS,81,PRON:xcomp,27,0.0015606034333275533,0.001584923059189672
ud23,HERODOTUS,82,SCONJ:case,4,0.000231200508641119,0.0002593510460492191
ud23,HERODOTUS,83,SCONJ:cc,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,84,SCONJ:mark,272,0.01572163458759609,0.015705146677424932
ud23,HERODOTUS,85,SCONJ:nmod,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,86,SCONJ:xcomp,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,87,VERB:acl,137,0.007918617420958327,0.00792461529594836
ud23,HERODOTUS,88,VERB:advcl,1069,0.06178833593433906,0.06163909861103106
ud23,HERODOTUS,89,VERB:appos,20,0.001156002543205595,0.0011814880986686647
ud23,HERODOTUS,90,VERB:case,0,0.0,2.8816782894357673e-05
ud23,HERODOTUS,91,VERB:ccomp,231,0.013351829374024623,0.013342170480087604
ud23,HERODOTUS,92,VERB:conj,444,0.02566325645916421,0.02561811999308397
ud23,HERODOTUS,93,VERB:csubj,54,0.0031212068666551067,0.0031410293354849866
ud23,HERODOTUS,94,VERB:nmod,163,0.009421420727125599,0.00942308800645496
ud23,HERODOTUS,95,VERB:nsubj,30,0.0017340038148083927,0.0017578237565558181
ud23,HERODOTUS,96,VERB:obl,13,0.0007514016530836368,0.0007780531381476572
ud23,HERODOTUS,97,VERB:parataxis,2,0.0001156002543205595,0.00014408391447178837
ud23,HERODOTUS,98,VERB:root,988,0.0571065256343564,0.05697077978214512
ud23,HERODOTUS,99,VERB:xcomp,262,0.015143633315993296,0.015128811019537778
ud23,HESIODIC_TRADITION,0,ADJ:advcl,8,0.0008618832148243913,0.0009108444063437634
ud23,HESIODIC_TRADITION,1,ADJ:advmod,110,0.01185089420383538,0.011840977282468924
ud23,HESIODIC_TRADITION,2,ADJ:amod,83,0.00894203835380306,0.008947706815259323
ud23,HESIODIC_TRADITION,3,ADJ:appos,4,0.00043094160741219563,0.00048221174453493356
ud23,HESIODIC_TRADITION,4,ADJ:conj,57,0.006140917905623788,0.006161594513501929
ud23,HESIODIC_TRADITION,5,ADJ:iobj,6,0.0006464124111182935,0.0006965280754393485
ud23,HESIODIC_TRADITION,6,ADJ:nmod,984,0.10601163542340013,0.10549721388769824
ud23,HESIODIC_TRADITION,7,ADJ:nsubj,47,0.005063563887093299,0.005090012858979854
ud23,HESIODIC_TRADITION,8,ADJ:obj,83,0.00894203835380306,0.008947706815259323
ud23,HESIODIC_TRADITION,9,ADJ:obl,37,0.0039862098685628095,0.00401843120445778
ud23,HESIODIC_TRADITION,10,ADJ:parataxis,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,11,ADJ:root,15,0.0016160310277957336,0.0016609515645092156
ud23,HESIODIC_TRADITION,12,ADJ:xcomp,95,0.010234863176039647,0.010233604800685813
ud23,HESIODIC_TRADITION,13,ADP:advcl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,14,ADP:case,513,0.05526826115061409,0.05502571795970853
ud23,HESIODIC_TRADITION,15,ADP:cc,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,16,ADP:conj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,17,ADP:mark,1,0.00010773540185304891,0.0001607372481783112
ud23,HESIODIC_TRADITION,18,ADP:nmod,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,19,ADP:nsubj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,20,ADP:obj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,21,ADP:root,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,22,ADV_PART:acl,1,0.00010773540185304891,0.0001607372481783112
ud23,HESIODIC_TRADITION,23,ADV_PART:advcl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,24,ADV_PART:advmod,1327,0.1429648782589959,0.1422524646378054
